,category,name,subs_last30d_count,views_last30d_count
1153,Games,Annoying Orange Gaming,36078 ,24332880
1154,Sports,442oons,22753 ,25834650
1155,Comedy,Noor Stars,279816 ,28830780
1156,Entertainment,Mundo da Vivi,190038 ,26041470
1157,Sports,SportsHD,70326 ,23765760
1158,Games,Drewsmc,157651 ,22648620
1159,Entertainment,Mari Maria,240897 ,18143130
1160,Music,Carolina Ross,73449 ,25714800
1161,,Tospik Tv,105645 ,32300700
1162,Music,1Kilo Oficial,105936 ,25110810
1163,Entertainment,Marodi TV Sénégal,73393 ,24390090
1164,People,QueenTubeTH,68902  ,20822850
1165,Entertainment,Yeah1 KARAOKE Nhạc Tuyệt Đỉnh,2899 ,13029924
1166,Games,Erpan1140,128739 ,20197530
1167,Entertainment,Ryan Upchurch,30491 ,24118200
1168,,INDO MUSIC PLATINUM,92433 ,23389920
1169,Music,Leandro Borges,114914 ,23804880
1170,News,Official iNews,34247 ,19880790
1171,Education,BLA BLA,1599 , 23436510
1172,,Phim Khủng,46659 ,-18371520
1173,,Rehaan Records,119585 ,23853270
1174,Autos,Moto Madness,78727 ,31188900
1175,Entertainment,TVI,14029 ,17933730
1176,Music,Crown Records,101639 ,25762260
1177,Education,"Baby Joy Joy - Early Learning (Kids Songs,…",43374 ,23086440
1178,Entertainment,CD CHOICE Drama,74861 ,22552080
1179,Entertainment,Bhojpuri Tadka,77975 ,24213390
1180,Entertainment,BiBaBo Nerf War,0 ,25515870
1181,,Pagla DaDa,0 ,14300970
1182,People,Nước Tăng lực Number 1,10933 ,20640180 
1183,Games,Quantum Games,64700 ,26605530
1184,Howto,Ирина Иваницкая DIY,41786 ,19939350
1185,Entertainment,Top Vines,65030 ,25008840
1186,Film,Tanner Fox,207866 ,39774600
1187,Entertainment,Moviebuff Tamil,71618 ,18494190
1188,Howto,Pantene Türkiye,20341 ,12893460
1189,Education,iKnow Channel,35109 ,14821290
1190,Entertainment,Primetime Action Movies,110401 ,21833910
1191,Music,SBS Inkigayo,52156 ,21712830
1192,Entertainment,Lorrayne Oliveira,298274 ,22345290
1193,Music,Naiara Azevedo,102317 ,26234220
1194,Entertainment,ARIJA - Kids Channel,90309 ,21480420
1195,,Jordan Matter,142017 ,18022260
1196,Music,Sanam,205085 ,28216110
1197,Entertainment,Spacetoon,78238 ,22318440
1198,Music,Discos Fuentes Edimusica,28881 ,24305160
1199,Games,JT Music,52087 ,26688180
1200,Entertainment,All Status No1,0 ,23217390
1201,,Claudi Top,46274 ,19052820
1202,Entertainment,Disney Channel Israel,46115 ,23073060
1203,Music,Saregama Music,337041 ,61902900
1204,People,Sma Al Fan Production International سما…,27332 ,18742830
1205,Film,WildBrain 한국어,56142 ,19606560
1206,Autos,Дима Гордей,110005 ,16924410
1207,Entertainment,Klockworx VOD,15859 ,16263930
1208,Film,Masha et Michka,64567 ,22843800
1209,People,Bastideon,35553 ,25678140
1210,Entertainment,Crazy 4 Bollywood,99429 ,22768020
1211,Film,PPCandy,40455 ,23616120
1212,Music,djkingofdisco,44406 ,22973580
1213,Music,Monstercat: Uncaged,39256 ,24811620
1214,People,Мисс Николь,76802 ,30100800
1215,Entertainment,SunshineSprinkles,89810 ,24295080
1216,Music,johnlegendVEVO,-9130 ,22665330
1217,Film,G Series (Bangla Movies),86608 ,24968160
1218,Film,briQle,65899 ,24585900
1219,,Matru Ki Railgadi,97497 ,30438900
1220,Education,Safal Ayurved,65996 ,13533510
1221,People,Katie OnTheRoad,194964 ,14181180
1222,,Toybox,86163 ,18833100
1223,Entertainment,9 Media,39828 ,28571280
1224,Games,DropNade,47098 ,28074450
1225,Entertainment,stefibunny,-71 ,2490
1226,Entertainment,Cambodia Wilderness Channel,63536 ,23188290
1227,Entertainment,My Talking TV,0 ,14316450
1228,Music,21 Savage,78889 ,24540630
1229,Entertainment,birdbt,49425 ,23239680
1230,People,ABP ANANDA,102153 ,25820340
1231,,heo peppa pig tiếng việt,44365 ,17496690
1232,Tech,MrBhargab123,171459 ,25088340
1233,Entertainment,Scoop,79165 ,32428200
1234,Music,SimoneSimariaVEVO,-11816 ,22256850
1235,Entertainment,KBS 안테나,30507 ,22777980
1236,Music,Dark Side,60275 ,23348280
1237,Entertainment,JuguetesFelices,114054 ,26386020
1238,Sports,Estadio Videos,44727 ,20636460
1239,People,Sholawat Rosul,0  ,11591280
1240,People,House Of Jhankar,75218 ,26470500
1241,Entertainment,ZZ Kids TV,61234 ,22523490
1242,,Acne Treatment Vlogs,0 ,21405240
1243,Entertainment,BlastphamousHD TV2,77065 ,25031940
1244,,Ufak Tefek Cinayetler,-438 ,20297880
1245,Music,CyndiLauperVEVO,-2982 ,24862110
1246,News,My Cricket Knowledge,180991 ,18506280
1247,Film,Rtv Drama,83611 ,24385530
1248,Film,PeliculasXvid,37461 ,17266530
1249,,KHO PHIM HAY,122188 ,56029800
1250,Music,Saregama GenY,74069 ,18428520
1251,,Bhajan Sangrah - भजन संग्रह,128640 ,20239050
1252,Entertainment,SevenPerfectAngels,18475 ,21397950
1253,,FunKids Surprise,64201 ,20292030
1254,,NEWBESTMOTION,46951 ,14745510
1255,Music,Jhankar Touch,3202 , 4811310
1256,Entertainment,peawcawaiigirl,-46 ,10808940
1257,Nonprofit,TeletonMexico,3932 ,17987430
1258,Education,Oyuncak Şekeri,47987 ,0
1259,Film,"Киноконцерн ""Мосфильм""",70086 ,22246320
1260,,Momo TV,128188 ,27700864
1261,Music,قناة شعبيات / Sha3beyat Official,76678 ,22655370
1262,Animals,Săn bắt và hái lượm,-917472 ,0
1263,Games,Zanar Aesthetics,37286 ,25669800
1264,Autos,Mercedes-Benz South Africa,114 ,10904370
1265,Film,Film&Clips,61198 ,28826910
1266,People,Soledad S,63724 ,42826200
1267,,Nakshi Kantha World,89100 ,11555160
1268,Music,Aadishakti Films,100412 ,26510910
1269,Film,MLP Pink TV,352810 ,35458500
1270,News,NewsX,43090 ,12049080
1271,Games,Kindly Keyin,86690 ,24218190
1272,,Araem,226286 ,49686600
1273,Entertainment,Jack Studio,36877 ,16611840
1274,Comedy,Liza Koshy,79870 ,21217080
1275,Games,amanogawayukihiko,-3308 ,10744530
1276,Film,Walt Disney Thai Songs,52081 ,22546170
1277,Entertainment,DosEquisMx,1209 , 16699890
1278,Music,Время и Стекло,28346 ,22097130
1279,Entertainment,TOY GUMA,113267 ,35436000
1280,Entertainment,Disney Channel Africa,8782 ,22859610
1281,People,gattu,94117 ,21428760
1282,Film,Daniel Tigre en Español,44812 ,22241970
1283,Education,Top 10s,68925 ,18553920
1284,Film,Jaime Ruizi,51558 ,20826840
1285,Music,SodaStereoVEVO,-1210 ,23811570
1286,Entertainment,Rose Telugu Movies,41444 ,18526200
1287,,Video Bhandar विडीयो…,289648 ,13855530
1288,News,台灣蘋果日報,17186 ,25236240
1289,People,Milana Tv,89392 ,18281880
1290,Film,В Рейтинге,43285 ,23781360
1291,Comedy,jacksfilms,36563 ,18635040
1292,Entertainment,Voot,67171 ,21020700
1293,Education,Lagu Anak TV,57336 ,22602540
1294,,Baba Funny Videos,0 ,18414480
1295,People,S Gee Music,84858 ,13775790
1296,Entertainment,SHANT TV Armenia,23917 ,22755630
1297,Music,THE WILD ELEPHANT,49712 ,14052870
1298,Music,Take It Easy,27128 , 23394990
1299,Entertainment,Daily Mail,27897 ,18886620
1300,Entertainment,R SQUARE,0 ,-17655240
1301,,Toys For Kids Video,0 ,23992230
1302,,DARK BEAUTY SECRETS,175540 ,22358610
1303,People,Söylemezsem Olmaz,24552 ,21447510
1304,Film,GAMES FACTORY,29002 ,22253580
1305,Tech,GadgetIn,134550 ,19621110
1306,Entertainment,Telly Reporter,60926 ,18444510
1307,Entertainment,Looper,85674 ,28135560
1308,,PH CHANNEL,98531 ,29592660
1309,,NOTA MEX,72253 ,10524060 
1310,Animals,Hope For Paws - Official Rescue Channel,120246 ,23030100
1311,,Lovely Video,93227 ,28260660
1312,Entertainment,Genaro Ninja,76764 ,37342800
1313,Comedy,Tareq Qar Archive,-148 ,542910
1314,Games,Спуди Дуди-Ду,0 ,23014020
1315,Howto,Inspirasi News,0 ,17099760
1316,,South Hindi Movies Digiplex,126344 ,21920700
1317,People,Interesting Facts,70282 ,19873590
1318,Entertainment,Top Fives,38474 ,18667380
1319,,MICHELOB ULTRA Mx,749 ,10541580
1320,Entertainment,DAMI AN,65097 ,19282560
1321,Entertainment,JUJU Jugando,55988 ,22616910
1322,,يوميات علاوي,56963 ,21812910
1323,Music,راشد الماجد Rashed AlMajid l,28648 ,23111880
1324,Entertainment,JoJo Gomez,125599 ,20630640
1325,Film,¡Caja Mágica! Vídeos in Spanish,64605 ,23999580
1326,,Top Cenas HD,52943 ,18564060
1327,Entertainment,mania japansong,43251 ,22895130
1328,Entertainment,RichardVlog,-333 ,10547910
1329,Entertainment,Yuka Kinoshita木下ゆうか,44075 ,22216650
1330,Music,VIP Records,72602 ,19846470
1331,Games,Agustin51,115186 ,24365640
1332,Film,Little Movies - игры для детей,78829 ,26560620
1333,Sports,Panasonic Japan（パナソニック公式）,1198 ,15864510
1334,Howto,BreitlingOfficial,2044 ,13659120
1335,Film,Booba - Cartoon for kids,46866 ,23613570
1336,Music,musiccreamgmm,46362 ,21322890
1337,Education,CoccoleSonore,41742 ,22011960
1338,Games,탁주 TV,18632 ,21249120
1339,News,99TV Telugu,45667 ,18368490
1340,News,فرانس 24 / FRANCE 24 Arabic,86557 ,20991540
1341,,Kenia Os,252944 ,26100000
1342,Sports,SecondsOut,15878 ,12811530
1343,People,Môtô Đẹp,33435 ,19967910
1344,Entertainment,FaberCastellOficial,11179 ,10795140
1345,Tech,Honor India,14448 ,18667410
1346,,IN NEWS16,69984 ,26261640
1347,Music,NewBadLabel,32874 ,22994910
1348,Entertainment,P 4 Pakao,92385 ,22720110
1349,,Any Videos, 0 ,11349570
1350,Film,Galinha Magricela,99176 ,22422720
1351,,Ansh Motion Pictures,176226  ,41765004
1352,People,Amazing Studio,152227 ,10460220
1353,Music,Sofia Reyes,44683 ,24618720
1354,People,Nepeta Страшилки,84111 ,21902100
1355,Games,Silo Entertainment,149158 ,20997990
1356,Games,Jesser,77706 ,22211700
1357,Music,Cristiano Araújo,64450 ,22749870
1358,,Studio Circus,3809 ,2858820
1359,Entertainment,Binging with Babish,85021 ,21197910
1360,Nonprofit,ChebuRussiaTV,122657 ,0
1361,,Ramai Tv,67831 ,15193449
1362,News,Сила Слова,32226 ,21536940
1363,Education,Life Care,135403 ,24610200
1364,News,Talk Shows Central,111558 ,25655190
1365,Games,SovietWomble,68808 ,20717340
1366,People,Emili TV,12147 ,21727110
1367,,Karina & Marina,142248 ,22795710
1368,Entertainment,ChrisMD,43424 ,17773260
1369,Howto,Only Human,56096 ,18535080
1370,,Tiger TV,35308 ,19989930
1371,Music,Elsen Pro,12582 ,8656350
1372,People,Real Health Care In Urdu,2160 ,10394850
1373,,tanvi emitra,67147 ,21999000
1374,People,Piero Start,176294 ,26448120
1375,Music,Tarang Music,69778 ,21217320
1376,Music,HOA HỒNG DẠI MUSIC,50615 ,24166650
1377,Music,Pabllo Vittar,83081 ,23919180
1378,Entertainment,Bollywood Spy Hindi,101226 ,20970330
1379,,Alieff Irfan,179831 ,25177509
1380,,cute kiddy,64727 ,23111040
1381,People,Carlaylee HD,67502 ,25810950
1382,Entertainment,laSexta,28868 ,23913510
1383,Entertainment,Bi Bi - Big & Bizi,0 ,19719840
1384,News,OTV,80309 ,25900320
1385,,Enes Ömer Aydoğan,14495 ,20547780
1386,Games,WithZack,76018 ,21736864
1387,Games,iTownGamePlay *Terror&Diversión*,126226 ,25754430
1388,Music,Juancito Piratex Audiovisuales,24415 ,7021830
1389,,Mimi Land,143829 ,14636430
1390,Entertainment,loveliveserve,128975 ,27806820
1391,Film,Action Movies Digiplex,136356 ,23319480
1392,Entertainment,MBAProductionEgypt,45382 ,19404630
1393,Music,Solrac Etnevic,22961 ,20538810
1394,,khana khani,0 ,1731690
1395,Entertainment,Boomerang UK,15518 ,18002280
1396,Games,ZackScottGames,58266 ,21428160
1397,Entertainment,The Cambodia Wilderness,73475 ,20653980
1398,,Chivas Studio Music CDs,29501 ,10182480
1399,People,Área Secreta,149494 ,18765690
1400,Music,Sorriso Maroto,52581 ,21761550
1401,,Esha Mehra Health Time,373641 ,18396420
1402,Music,IZA,80355 ,22059180
1403,News,JustKiddingNews,6984 ,22371630
1404,,YG TREASURE BOX,206515 ,17586810
1405,People,itaupersonnalite,3387 ,12554220
1406,Entertainment,Cartoon Network Brasil,84500 ,18660000
1407,Music,URBAN PENDUZ,0 ,14143260
1408,Film,MoviesMpictures,45441 ,12919980
1409,Music,Bengali Songs - Angel Digital,33544 ,21496890
1410,Entertainment,BETNetworks,73967 ,21884280
1411,Music,Billie Eilish,1105206 ,23572680
1412,,sisters fun tube 2,36473 ,21052950
1413,,大萌电影,35029 ,21604351
1414,,Canal do LUCAS VASCONCELOS,56658 ,20071080
1415,,Chiki-Piki,185411 ,26098500
1416,Music,Rudimental,16209 ,23011290
1417,Games,ungespielt,0 ,23364150
1418,Entertainment,Tollywood Nagar,44639 ,27816720
1419,,띠예,436979 ,11664132
1420,Film,PJ Masks Official,44936 ,25573710
1421,Games,Thinknoodles,76207 ,23237610
1422,Music,xuxaVEVO,-3266 ,22383990
1423,Music,Lauv,58997 ,22063980
1424,Music,the bootleg boy,90379 ,20979030
1425,,เอ็มวีดี…,147634 ,20367180
1426,Tech,Mr. Fast 2018,37370 ,14975070
1427,Music,StingVEVO,-2446 ,16711950
1428,Music,HFM.Productions,65876 ,21223290
1429,Entertainment,Momentos Divertidos,81127 ,24153990
1430,Entertainment,Diário da Carol,181011 ,22997940
1431,Games,Primal Gameplay,51584 ,20905140
1432,,Phim Hay Việt Nam,33757 ,19179900
1433,Entertainment,Toys Academy,17055 ,24295530
1434,,mrv satifications,63220 ,16813140
1435,,KuZin ToysReview,0 ,19383690
1436,Music,TEAM KUKU,33305 ,0
1437,,MN Toys Family Vlogs,33052 ,22443000
1438,,MusikQ,87855 ,4801800
1439,Games,スクウェア・エニックス,12124 ,18904230
1440,,Nation News,100556 ,20218530
1441,Music,Enrique Bunbury,-1390 ,22928130
1442,,BrandonKent Everything,154693 ,24742950
1443,Sports,VFF Channel,53421 ,17788410
1444,People,Yuna Lim,69326 ,16387920
1445,Entertainment,More EmilyTube,55103 ,21050070
1446,People,Nihongo Mantappu,225323 ,13858740
1447,,Perfect Life,0 ,24155730
1448,Film,Düşyeri,46040 ,20227170
1449,,AlmAra,69009 ,21001920
1450,,OLD The Live Tv,0 ,19181580
1451,Music,TwiinsCuliacanTv,23705 ,22069920
1452,Games,겜브링 GGAM BRING,33373 ,22026330
1453,Nonprofit,Southeastern Guide Dogs,79597 ,23100660
1454,Entertainment,Grunge,27972 ,13753350
1455,News,マイランク,0 ,16272750
1456,Games,FuzionDroid,79542 ,15827820
1457,Music,DisneyPolskaVEVO,38545 ,16654110
1458,,MP News TV, 65785 ,15089040
1459,People,Niharika Nm,53060 ,13694730
1460,Howto,Lady TV,44397 ,12871560
1461,Entertainment,Discovery UK,69022 ,18438810
1462,,Những tấm lòng cao cả,40925 ,-41027400
1463,Entertainment,핫도그TV,84499 ,20866560
1464,Education,Canzoni Per Bimbi.it,35280 ,20700420
1465,,primitive wilderness,68208  ,15364500
1466,Comedy,Dan and Riya,53855 ,19719360
1467,People,Doctor Squish,18042 ,18300909
1468,Entertainment,v9 Videos,44531 ,-16234110
1469,Entertainment,İçim,4381 ,19225350
1470,Music,CaliyElDandeeVEVO,-5816 ,20270640
1471,,Fozi Mozi Español,70090 ,21852030
1472,,24X7 Online News,56818 ,19768530
1473,Film,Breeze Thailand,59075 ,19121190
1474,Entertainment,EstoEsNormalTV,0 ,16707690
1475,Music,EltonJohnVEVO,-1740 ,20531940
1476,Entertainment,Little Tikes,7062 ,22113930
1477,Music,Jordan Dzib,28855 ,19779720
1478,,"Hilf Mir! Jung, pleite, verzweifelt",50012 ,20597550
1479,Entertainment,Rainbow Learning,27859 ,20728200
1480,People,Rahim BK,883 ,163020
1481,,Mr. Reporter,67951 ,25358520
1482,,Arka Sokaklar,22300 ,12216240
1483,Shows,Малышарики,21086 ,20857290
1484,Music,2CELLOS,79392 ,21396060
1485,Education,A Bebés Contentos - Canciones Infantiles en…,77637 ,22534290
1486,Entertainment,Asianet,2270 ,21504300
1487,Music,Tommy Boy,30109 ,20973840
1488,Entertainment,RCTI - ENTERTAINMENT,66824 ,23083500
1489,,Letstalk Facts,306260 ,54605100
1490,Entertainment,إنسان,41439 ,18544980
1491,,Ánh Sáng Phật Pháp,9540 ,10611360 
1492,Tech,SamsungChile,4147 ,22664070
1493,,VilFun Show,52466 ,18627510
1494,Entertainment,Maria Lynn Dolls,50973 ,19821060
1495,People,DavidsTV,58805 ,0
1496,Entertainment,China Zone — 回明之杨凌传正在热播,25702 ,23753640
1497,,Gente Maravillosa TV en Canal Sur,86127 ,19063260
1498,Games,TalkToHand,99252 ,11573550
1499,Games,PUBG TV,128317 ,23581050
1500,,Dream Stories TV,111558 ,23888580
1501,,MrHappyMan0123,23303 ,22554000
1502,Entertainment,Dreams House Dance Academy,63596 ,16215930
1503,Film,ToysCollector,44356 ,5222760
1504,Education,Kids Learning,35130 ,16689630
1505,Entertainment,Best Viners 2,60100 ,17993940
1506,People,Newzmagazine.com,26941 ,7947330
1507,Music,GloriaTreviVEVO,-2144 ,21875970
1508,Comedy,StevenCrowder,129995 ,22814340
1509,Entertainment,Beats,6 ,-1969
1510,Autos,DriveTime Car Sales,1342 ,13556640
1511,People,kt7000号,-61 ,9709200
1512,Entertainment,Said BabyShow,59922 ,19046370
1513,Comedy,Muca Muriçoca,212583 ,22817070
1514,Entertainment,Domingo Espetacular,86638 ,20957160
1515,Sports,Sky Sports Football,66764 ,19505850
1516,Music,FitDance Life,74697 ,21550500
1517,Games,しょうじ,35997 ,19186800
1518,Howto,Miss DegrEE,0 ,19694550
1519,Film,Shaun the Sheep [ViệtNam],47410 ,18902220
1520,Entertainment,Anny May,150077 ,13729920
1521,Film,Level UP,58775 ,19009350
1522,Entertainment,Юлик,105449 ,22364160
1523,Film,Cleetus McFarland,89203 ,13574130
1524,Music,عبدالمجيد عبدالله | Abdul…,29325 ,21617700
1525,,Shivani Comedy World,60216 ,19406790
1526,Education,GOD'S MAN,-126 ,9810690
1527,Education,CrashCourse,130546 ,18127080
1528,Entertainment,El Reino Series,75795 ,20201250
1529,Games,악동 김블루,60443 ,22434540
1530,Music,Seagram's Imperial Blue Superhits Music CDs,3495 ,9206220
1531,People,SOUND ME HANG Official,44139 ,21681090
1532,People,Pascual GF,22123 ,22166670
1533,Film,All Time Hits,78624 ,23484330
1534,Comedy,영국남자 Korean Englishman,64739 ,19473030
1535,,Finn Shresthá,0 ,15253140
1536,Music,VS RECORDS,96013 ,16455060
1537,Sports,MCEW,60609 ,20075340
1538,Games,しゅうゲームズ,38978 ,19859640
1539,People,Lifia Niala,41996 ,17766810
1540,Entertainment,Eurovision Song Contest,11347 ,21149940
1541,Games,Oddman Games,50937 ,19287570
1542,,It’s me電視台,5707 ,-1351500
1543,,Super ToonsTV,112765 ,24848670
1544,People,The News Total,208190 ,14526090
1545,Entertainment,Kênh TVB tiếng Việt,216449 ,21135480
1546,Howto,Harsh Pictures,135219 ,-9985860
1547,,Рома и Хелпик,45322 ,22160370
1548,Travel,Независимое TV.4K,44396 ,10535790
1549,Tech,LG Perú,1465 ,13195710
1550,Games,Барт,73597 ,18969630
1551,,Snake Tahunet,0 ,23359080
1552,Entertainment,FilmSelect Россия,31629 ,14927730
1553,,BE NATURAL,296319 ,24774570
1554,,suellASMR,89437 ,19866600
1555,Entertainment,News Today,30543 ,9823950
1556,Music,Pro-M,31786 ,19820370
1557,,Twine Cheeks,188967 ,26762250
1558,Entertainment,Aoffy Maxim,242238 ,39000300
1559,Music,FCK THEM,45975 ,25047450
1560,Education,Health Tips - घरेलु उपाय,92401 ,14809980
1561,Music,LuisaSonzaVEVO,-5662 ,20003160
1562,Entertainment,ENTV القناة الرسمية…,56698 ,19311840
1563,People,Hottel Mazzafera,196413 ,23443380
1564,Sports,Highlight Heaven,24755 ,15162900
1565,,Billu ki Vines,1052915 ,212497342
1566,,N.S.Creative Nikhil,-100197 ,21657330
1567,Entertainment,SnickersIndia,2464 ,16479720
1568,Entertainment,Ganga Cassette,69738 ,19655520
1569,,FlixTube,82594 ,23260320
1570,Music,Warner Music Spain,29607 ,22304520
1571,,Pierre's awful memes,49622 ,20625720
1572,,Learn Colors For Kids,40717 ,22515450
1573,,Candy Land TV,34696 ,20176050
1574,Film,ТВ Деткам,23873 ,16618920
1575,Entertainment,Bisleri India,2668 ,22207380
1576,,Marathi BUZZ,70605 ,12078570
1577,Games,Dirty Noob - Minecraft,98272 ,10202610
1578,Education,DeVry University,-4 ,18453120
1579,Comedy,Samreen Ali,99317 ,21063960
1580,People,Watch In हिंदी,177607 ,18495540
1581,,حقائق وأسرار 2,152268 ,18897360
1582,,WAYANG JAWA,0 ,-51054900
1583,,COOL Feed,51091 ,12752160
1584,Music,Organ Minh Công Nhạc Sống Thái Nguyên,0 ,20196690
1585,,MS Entertainments,59485 ,25600500
1586,Animals,cobra123473,54605 ,20067120
1587,Entertainment,Cascabel TV,57167 ,19723800
1588,Games,Mumbo Jumbo,48272 ,19759110
1589,Music,atiempopreescolar,33403 ,21387780
1590,People,Chuyện Lạ Kỳ Thú,68833 ,33632100
1591,People,It's Mamix,241454 ,0
1592,,Tips Top 007,77073 ,24593400
1593,Entertainment,O Ses Türkiye,49013 ,18538830
1594,Music,Redondos Subtitulados,16360 ,20390430
1595,Music,EDWIN DIAZTO,37836 ,20814210
1596,Entertainment,VIRAL,-38813 ,17462760
1597,Comedy,Adult Swim UK,4338 ,3579570
1598,,KIDZ RHYMES,45097 ,17868930
1599,Film,canım kardeşim,43421 ,18735720
1600,Education,BabyTV,24840 ,15522420
1601,Comedy,Irmãos Berti,319634 ,17040390
1602,Sports,FLAME MEDIA,60056 ,16443060
1603,,Bun Bap ToysReview,10432 ,20010810
1604,Music,Namewee,51243 ,17918040
1605,,El Pajaro Loco,55937 ,18523320
1606,Film,꼬마버스 타요,31016 ,20009820
1607,Music,DaftPunkVEVO,-4664 ,19541130
1608,Music,FallOutBoyVEVO,-11975 ,20026560
1609,Entertainment,Titi Toys and Dolls,56185 ,19892460
1610,Games,MonDEV,97043 ,20169060
1611,Sports,Boxing Legends TV,74912 ,21251310
